0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.100000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,1.400000000000000000e+01,1.500000000000000000e+01,1.600000000000000000e+01,1.700000000000000000e+01,1.800000000000000000e+01,1.900000000000000000e+01,1.000000000000000000e+00
9.999479055404663086e-01,3.769183158874511719e-02,9.992862343788146973e-01,1.796443364582955837e-03,2.683095401152968407e-03,9.797419309616088867e-01,3.106585703790187836e-03,1.033469885587692261e-01,3.887530565261840820e-01,9.984306693077087402e-01,4.782349802553653717e-03,1.014006091281771660e-03,7.480998523533344269e-03,9.996272325515747070e-01,5.134886014275252819e-04,4.176773503422737122e-02,7.988715767860412598e-01,5.368370935320854187e-02,9.911571741104125977e-01,1.422180910594761372e-03,1.000000000000000000e+00
9.997645020484924316e-01,2.397452853620052338e-02,9.977226853370666504e-01,2.644350286573171616e-03,1.871510525234043598e-03,9.915683865547180176e-01,3.077825298532843590e-03,5.592811107635498047e-02,4.301611483097076416e-01,9.983302950859069824e-01,1.267457753419876099e-02,1.763133215717971325e-03,1.180294901132583618e-02,9.997785687446594238e-01,2.685189538169652224e-04,4.925922676920890808e-02,8.738673329353332520e-01,1.686528511345386505e-02,9.831395745277404785e-01,1.195217133499681950e-03,1.000000000000000000e+00
9.998186230659484863e-01,1.274562068283557892e-02,9.984968900680541992e-01,4.847574047744274139e-03,2.703988226130604744e-03,9.893398880958557129e-01,4.018228035420179367e-03,8.884418010711669922e-02,4.924158751964569092e-01,9.975908994674682617e-01,2.765647601336240768e-03,1.052056206390261650e-03,5.718486849218606949e-03,9.996765851974487305e-01,3.750912437681108713e-04,5.092648416757583618e-02,7.750348448753356934e-01,2.187825739383697510e-02,9.894210100173950195e-01,8.832145831547677517e-04,1.000000000000000000e+00
9.998493194580078125e-01,2.488951385021209717e-02,9.991545677185058594e-01,3.305136924609541893e-03,1.774646341800689697e-03,9.931690692901611328e-01,5.837085191160440445e-03,3.854899108409881592e-02,3.652046918869018555e-01,9.998545646667480469e-01,1.053878292441368103e-02,1.006411039270460606e-03,9.296379983425140381e-03,9.993888139724731445e-01,2.897616650443524122e-04,2.640011161565780640e-02,9.118265509605407715e-01,1.828911527991294861e-02,9.674159884452819824e-01,6.085531204007565975e-04,1.000000000000000000e+00
9.997128844261169434e-01,6.534040719270706177e-02,9.870342016220092773e-01,2.753974986262619495e-04,1.504814601503312588e-03,9.958274960517883301e-01,5.564099177718162537e-03,1.321654580533504486e-02,4.541555047035217285e-01,9.976865053176879883e-01,4.221166670322418213e-02,1.098086126148700714e-02,1.185098662972450256e-02,9.995668530464172363e-01,1.247392210643738508e-04,7.914145290851593018e-02,9.412660002708435059e-01,1.123683340847492218e-02,9.592706561088562012e-01,2.988666994497179985e-03,1.000000000000000000e+00
9.998143315315246582e-01,1.329839788377285004e-02,9.984531402587890625e-01,4.629384260624647141e-03,2.628236776217818260e-03,9.895977377891540527e-01,3.925485070794820786e-03,8.525142073631286621e-02,4.888924956321716309e-01,9.976402521133422852e-01,3.087206510826945305e-03,1.086502568796277046e-03,6.060589104890823364e-03,9.996875524520874023e-01,3.628409467637538910e-04,5.076753348112106323e-02,7.846210002899169922e-01,2.137528546154499054e-02,9.888259172439575195e-01,9.057425195351243019e-04,1.000000000000000000e+00
9.999685287475585938e-01,3.491609171032905579e-02,9.960863590240478516e-01,2.560565061867237091e-02,6.921967025846242905e-03,9.609283804893493652e-01,5.926641752012073994e-04,4.776836372911930084e-03,3.601894676685333252e-01,9.974109530448913574e-01,6.509235594421625137e-03,1.900672214105725288e-03,2.373638376593589783e-02,9.989788532257080078e-01,1.165308858617208898e-04,5.668538436293601990e-02,9.215486049652099609e-01,2.467300184071063995e-02,9.842639565467834473e-01,8.710057591088116169e-04,1.000000000000000000e+00
9.998162388801574707e-01,1.268610544502735138e-02,9.985022544860839844e-01,4.849808290600776672e-03,2.694394672289490700e-03,9.894126057624816895e-01,4.020216874778270721e-03,8.853328227996826172e-02,4.938285350799560547e-01,9.975708127021789551e-01,2.746536629274487495e-03,1.047288300469517708e-03,5.763920955359935760e-03,9.996783733367919922e-01,3.733025805559009314e-04,5.086240544915199280e-02,7.758536934852600098e-01,2.190158516168594360e-02,9.891910552978515625e-01,8.870024466887116432e-04,1.000000000000000000e+00
9.995757937431335449e-01,2.339642122387886047e-02,9.967451095581054688e-01,1.306387223303318024e-02,7.754924707114696503e-03,9.891448616981506348e-01,2.018688246607780457e-03,6.931230425834655762e-02,7.385209798812866211e-01,9.951944947242736816e-01,2.999239834025502205e-03,5.151657387614250183e-04,7.005482912063598633e-03,9.990367889404296875e-01,1.553224865347146988e-04,4.552561044692993164e-02,9.299716949462890625e-01,1.103020831942558289e-02,9.625259637832641602e-01,6.822567665949463844e-04,1.000000000000000000e+00
