0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.100000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,1.400000000000000000e+01,1.500000000000000000e+01,1.600000000000000000e+01,1.700000000000000000e+01,1.800000000000000000e+01,1.900000000000000000e+01,1.000000000000000000e+00
9.760292172431945801e-01,2.608091533184051514e-01,7.374631613492965698e-02,2.800913527607917786e-02,5.742831528186798096e-02,1.639151450945064425e-04,9.956089407205581665e-02,4.377124440679835971e-09,9.999397993087768555e-01,9.998465776443481445e-01,9.355491399765014648e-01,5.642374977469444275e-02,4.014263302087783813e-02,1.908212434500455856e-03,1.454596756957471371e-03,1.622204668819904327e-03,2.474416978657245636e-02,1.071377075277268887e-03,9.391116691404022276e-06,7.969819009304046631e-02,1.000000000000000000e+00
3.215730562806129456e-02,2.427927553653717041e-01,6.351915597915649414e-01,1.250729057937860489e-02,1.543136779218912125e-02,2.738655020948499441e-04,1.199687272310256958e-02,8.027735987070627743e-08,9.999957084655761719e-01,9.993196725845336914e-01,3.130332231521606445e-01,3.517778217792510986e-02,6.112828850746154785e-01,2.031848020851612091e-02,2.229404263198375702e-02,1.374864659737795591e-04,1.579282688908278942e-03,5.403678864240646362e-02,2.842489084287080914e-05,1.351569872349500656e-02,1.000000000000000000e+00
5.999836921691894531e-01,7.820971310138702393e-03,7.872645258903503418e-01,2.222082763910293579e-02,1.232616752386093140e-01,7.221202395157888532e-06,1.901377551257610321e-02,3.998072628519366845e-08,9.999965429306030273e-01,9.982568621635437012e-01,4.578527212142944336e-01,4.230793565511703491e-02,1.010138839483261108e-01,5.461190938949584961e-01,1.160133481025695801e-01,2.180249197408556938e-03,3.351359628140926361e-03,5.081836134195327759e-04,1.687222393229603767e-04,2.976038667839020491e-04,1.000000000000000000e+00
9.244952201843261719e-01,4.579523205757141113e-02,4.009864926338195801e-01,9.952145814895629883e-02,7.103966176509857178e-02,3.237051714677363634e-05,1.132606342434883118e-01,5.393382593865680974e-07,9.999593496322631836e-01,9.985878467559814453e-01,3.007526993751525879e-01,5.976473446935415268e-03,1.467433422803878784e-01,2.690577320754528046e-02,1.961355330422520638e-03,7.242912426590919495e-03,8.057545870542526245e-03,6.868613127153366804e-05,1.801783582777716219e-05,1.252976059913635254e-02,1.000000000000000000e+00
8.549229502677917480e-01,3.467236086726188660e-02,2.266043871641159058e-01,1.091845426708459854e-02,2.441622875630855560e-02,2.004686393775045872e-04,1.154818013310432434e-01,4.505420037048679660e-08,9.999941587448120117e-01,9.994258880615234375e-01,9.146869778633117676e-01,4.663304984569549561e-02,9.033389389514923096e-02,5.285619292408227921e-03,1.007876265794038773e-02,2.307521062903106213e-04,2.904595108702778816e-03,3.588318359106779099e-03,1.602698466740548611e-05,7.226812839508056641e-02,1.000000000000000000e+00
9.384395480155944824e-01,8.239559084177017212e-02,3.152221143245697021e-01,4.559320583939552307e-02,9.945834428071975708e-02,9.170913835987448692e-05,9.283151477575302124e-02,7.397147783194668591e-08,9.999953508377075195e-01,9.988447427749633789e-01,8.062596917152404785e-01,1.500690821558237076e-02,6.865943223237991333e-02,1.318684816360473633e-01,4.659577272832393646e-03,2.015953697264194489e-02,1.037400029599666595e-02,8.757084142416715622e-04,2.075684460578486323e-05,5.082871392369270325e-02,1.000000000000000000e+00
5.413383245468139648e-01,5.862683989107608795e-03,2.139043658971786499e-01,2.093718573451042175e-02,2.698802156373858452e-03,4.856374289374798536e-05,4.907074198126792908e-02,6.331666781989042647e-07,9.999942779541015625e-01,9.994729161262512207e-01,3.841615021228790283e-01,5.397794302552938461e-03,1.607192456722259521e-01,1.599819809198379517e-01,1.482388586737215519e-03,1.714752637781202793e-03,5.395887792110443115e-02,8.627105125924572349e-05,2.386123924225103110e-05,1.960426801815629005e-03,1.000000000000000000e+00
7.749175429344177246e-01,1.095993444323539734e-02,2.344558984041213989e-01,1.543392091989517212e-01,9.598758071660995483e-02,4.078189667779952288e-04,6.156997680664062500e-01,4.821479251404525712e-07,9.992095232009887695e-01,9.999339580535888672e-01,1.089527085423469543e-01,2.308710850775241852e-02,4.360119346529245377e-03,1.785287559032440186e-01,1.376174539327621460e-01,3.174530866090208292e-04,6.197846028953790665e-03,4.552752897143363953e-02,2.277724206578568555e-06,9.944968856871128082e-03,1.000000000000000000e+00
4.813523292541503906e-01,8.923204988241195679e-02,2.356825917959213257e-01,1.163623947650194168e-02,1.321978718042373657e-01,1.650949707254767418e-03,1.023895591497421265e-01,3.923672409200662514e-07,9.991796612739562988e-01,9.997206330299377441e-01,7.691983580589294434e-01,5.563803017139434814e-02,2.860519103705883026e-02,9.177641570568084717e-02,1.820790767669677734e-02,7.478052284568548203e-04,1.609473302960395813e-02,3.524955362081527710e-03,3.442289016675204039e-05,2.863356471061706543e-01,1.000000000000000000e+00
